"Filter 1","StartDate","EndDate","Duration__in_seconds_","Finished","LocationLatitude","LocationLongitude","Poor_data","Quote_consent","Age","Gender","Gender_other","Country_residence","Country_work","Nature_work","Years_working","Highest_ed","Highest_ed_other","Agree_IPCC","Noagree_IPCC","Complicated_IPCC","Warr_calm","Warr_cheerful","Warr_contented","Warr_depressed","Warr_enthusiastic","Warr_gloomy","Warr_miserable","Warr_optimistic","Warr_relaxed","Warr_tense","Warr_uneasy","Warr_worried","Warr_calmR","Warr_cheerfulR","Warr_contentedR","Warr_depressedR","Warr_depressedRR","Warr_enthusiasticR","Warr_gloomyR","Warr_gloomyRR","Warr_miserableR","Warr_miserableRR","Warr_optimisticR","Warr_relaxedR","Warr_tenseR","Warr_tenseRR","Warr_uneasyR","Warr_uneasyRR","Warr_worriedR","Warr_worriedRR","Warr_anxiety_contentment","Warr_depression_enthusiasm","CBI_P_1","CBI_P_2","CBI_P_3","CBI_P_4","CBI_P_5","CBI_P_6","CBI_P_1R","CBI_P_2R","CBI_P_3R","CBI_P_4R","CBI_P_5R","CBI_P_6R","CBI_personal","CBI_W_1","CBI_W_2","CBI_W_3","CBI_W_4","CBI_W_5","CBI_W_6","CBI_W_7","CBI_W_7R","CBI_W_1R","CBI_W_2R","CBI_W_3R","CBI_W_4R","CBI_W_5R","CBI_W_6R","CBI_W_7RR","CBI_work","CBI_C_1","CBI_C_2","CBI_C_3","CBI_C_4","CBI_C_5","CBI_C_6","DASS_1","DASS_2","DASS_3","DASS_4","DASS_5","DASS_6","DASS_7","DASS_8","DASS_9","DASS_10","DASS_11","DASS_12","DASS_13","DASS_14","DASS_15","DASS_16","DASS_17","DASS_18","DASS_19","DASS_20","DASS_21","DASS_1R","DASS_2R","DASS_3R","DASS_4R","DASS_5R","DASS_6R","DASS_7R","DASS_8R","DASS_9R","DASS_10R","DASS_11R","DASS_12R","DASS_13R","DASS_14R","DASS_15R","DASS_16R","DASS_17R","DASS_18R","DASS_19R","DASS_20R","DASS_21R","DASS_Depression","DASS_Anxiety","DASS_Stress","DASS_total","Hopeful_future_rating","Why_hopeful","Worried_future","Why_worried","Affected_by_CC","Work_affect_wellbeing","Coping_strategies","Attacks_on_work","Anything_else","Q28","Contact_future"
1,17286,17286,461.0,1,"53.516693115234","-1.3166961669922",,1,44.0,2,,"UK","Europe wide, Australia","Professor - climate governance/politics",22.0,1,,1,,,4,2,2,5,2,6,6,3,4,6,6,6,3,5,5,2,5,5,1,6,1,6,4,3,1,6,1,6,1,6,29.0,31.0,3,3,3,5,3,5,50,50,50,0,50,0,33.333333333333336,4,4,5,3,4,5,2,4,25,25,0,50,25,0,25,21.428571428571427,4,4,4,4,5,5,3,3,4,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4,6,79.0,"There are so many opportunities to take action, and a lot of the work I do traces these possibilities.",62.0,"There is a lot of evidence that people dont care too much for the future, and we need to start to be able to take it more into account in what we do today","Its ever present. And there is a frustration that many other academics can go ahead with their work as if it is a separate issue that has no bearing on what they are doing. But generally I feel pleased I have the opportunity to work on something so significant and make a difference to students, colleagues, research and policy agendas.",12.0,"Try to take some time off, and with young children and working part-time for the past 10 years this has been rather compulsory.","No","No",5,2
1,17320,17320,1441.0,1,"39.660293579102","-104.76809692383",,1,58.0,1,,"USA",,"Faculty in atmospheric science - trends in observed precipitation",30.0,1,,3,,"I think the IPCC has oversimplified the conclusions which makes them vulnerable",5,3,2,6,3,5,6,1,5,4,5,4,2,4,5,1,6,4,2,5,1,6,6,2,3,4,2,5,3,4,22.0,31.0,3,5,4,5,3,5,50,0,25,0,50,0,20.833333333333332,4,4,5,3,5,5,1,5,25,25,0,50,0,0,0,14.285714285714286,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,65.0,"While government support for climate science ebbs and flows, there is a great deal of innovation in our society that seeks to address climate issues from a business perspective.  The latter will ultimately prove to be the more important component in dealing with climate change.",61.0,"I don't worry much about the ability of developed nations to cope with climate change.  I worry about the underdeveloped nations and the hardship this can cause - potentially even leading to destabilizing conflicts.","I view my job as being a fair arbiter of what we know and don't know so that society can make informed decisions.  This makes me feel useful.  There is a lot of rhetoric around the subject but I always use the example that in a recent survey, 23% of people responded that the Earth was flat.  None of them, however, were in the international shipping business.  Nobody who needs to do business in the climate system ignores the current research.",87.0,"I don't feel I need any beyond an occasional Scotch.","I have answered questions in congress but they were largely to inform congressional delegations rather than attacks.",,5,2
1,17321,17321,1127.0,1,"-42.883193969727","147.33169555664",,1,65.0,1,,"AUSTRALIA",,"Research Scientist - Oceanography, ocean heat content, sea level",30.0,1,,1,,,3,3,4,4,3,4,5,4,4,5,5,5,4,4,3,3,4,4,3,4,2,5,3,3,2,5,2,5,2,5,25.0,24.0,4,5,3,4,4,5,25,0,50,25,25,0,20.833333333333332,4,4,5,5,5,5,2,4,25,25,0,0,0,0,25,10.714285714285714,4,4,3,2,4,3,2,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,5,67.0,"We have the ability to change the world to a better place - it just take commitment",74.0,"Sometimes I am concerned we do have enough commitment to change things.","energised, but concerned",89.0,"exercise","yes.  Tried to react with a positive response.",,5,2
1,17321,17321,955.0,1,"51.416702270508","-0.46670532226562",,1,49.0,1,,"U.K.","U.K.","Professor Physical Climate Change",27.0,1,,1,,,6,5,5,4,4,5,5,4,6,5,6,5,1,2,2,3,4,3,2,5,2,5,3,1,2,5,1,6,2,5,20.0,22.0,3,3,3,4,3,4,50,50,50,25,50,25,41.666666666666664,3,3,3,3,3,3,3,3,50,50,50,50,50,50,50,50.0,2,2,2,2,3,4,3,4,4,4,4,3,4,3,3,4,4,3,3,2,4,4,3,3,4,4,3,1,0,0,0,0,1,0,1,1,0,0,1,1,2,0,0,1,1,0,0,1,3,1,7,11,74.0,"We are going through a bad patch in UK and US. With weak badly informed and uninterested governments. I'm confident that this is tempory but it is hard work and exhausting while it lasts. I have great confidence in young scientists",31.0,"Great solutions out there - world is changing for better","I find it frustrating when even close friends don't get it and ask is it real..",66.0,"Exercise with friends - countryside and fresh air","Yes - but mainly email/twitter - odd phone call. It makes me work harder at communication","I have changed recently from generally being a super optimist to being a bit dispairing of my country men and the US",4,1
1,17322,17322,520.0,1,"50.699996948242","-3.5332946777344",,1,48.0,1,,"UK","UK","Physical climate change, modelling",24.0,1,,1,,,2,2,2,6,2,6,6,2,2,5,6,6,5,5,5,1,6,5,1,6,1,6,5,5,2,5,1,6,1,6,32.0,33.0,4,5,4,5,4,5,25,0,25,0,25,0,12.5,5,4,4,5,5,5,2,4,0,25,25,0,0,0,25,10.714285714285714,2,3,5,4,5,5,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,88.0,"Hopeful that climate science will continue and that we can better understand how the climate system works",10.0,"I feel quite confident about my own future.","No",90.0,"My work enriches my well being","Just low-level twitter trolling",,4,1
1,17322,17322,1077.0,1,"40.714797973633","-73.793899536133",,1,50.0,1,,"United States","United States","Manager/principal investigator climate modeling",23.0,1,,1,,,2,4,4,4,2,5,6,4,4,4,4,3,5,3,3,3,4,5,2,5,1,6,3,3,3,4,3,4,4,3,22.0,26.0,3,4,4,5,3,4,50,25,25,0,50,25,29.166666666666668,4,5,3,3,4,5,2,4,25,0,50,50,25,0,25,25.0,4,4,4,4,5,5,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,63.0,"Despite setbacks and ongoing stupidity across a wide range of politicians that is tempered by impressive increases in awareness elsewhere, continued progress in clean tech, and increases in international ambitions.",50.0,"There's a lot that can go wrong and many consequences may not be foreseeable clearly. But we can also see what a more efficient, cleaner future might look like - if we can get there.",,53.0,,"It is initially troubling and stressful, but once you are over the hump and the spotlight moves somewhere else, you can see it as the non-personal ephemera that it is. Once you divorce a politicized attack on you as a symbol from something that is personal, it's much easier to cope.",,5,2
1,17322,17322,565.0,1,"43.097198486328","-89.504302978516",,2,68.0,1,,"Usa",,"Ecosystem science",45.0,1,,1,,,6,6,6,2,6,2,4,6,6,4,4,4,1,1,1,5,2,1,5,2,3,4,1,1,3,4,3,4,3,4,15.0,11.0,3,3,3,2,3,4,50,50,50,75,50,25,50.0,3,3,3,3,3,3,3,3,50,50,50,50,50,50,50,50.0,3,3,3,3,3,,3,4,3,4,4,2,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,4,6,19.0,,77.0,,,23.0,,,,5,2
1,17323,17323,977.0,1,"51.63330078125","-0.76669311523438",,1,43.0,1,,"UK",,"Climate Scientist",20.0,1,,1,,,5,4,3,4,3,4,5,4,5,2,4,4,2,3,4,3,4,4,3,4,2,5,3,2,5,2,3,4,3,4,18.0,23.0,2,4,3,3,2,3,75,25,50,50,75,50,54.166666666666664,3,2,2,1,2,2,2,4,50,75,75,100,75,75,25,67.85714285714286,4,4,4,4,4,4,2,3,3,3,2,2,4,2,3,2,2,2,2,2,3,3,3,2,4,4,3,2,1,1,1,2,2,0,2,1,2,2,2,2,2,1,1,1,2,0,0,1,10,4,14,28,39.0,"There will be serious consequences of continued greenhouse gas emissions but technology and markets will adapt somewhat.",75.0,"I worry about the world my son will inhabit and how the poor will be affected by climate change","Knowledge of serious threat but somewhat detached from life",96.0,"Get throug day at a time, see friends","Some, this has upset me but made me stronger",,5,2
1,17323,17323,1645.0,1,"59.904998779297","10.74870300293",,1,49.0,1,,"Norway","Norway","Climate analysis and downscaling climate information for study of local consequences to climate change and variability",25.0,1,,1,,,4,4,4,4,4,4,5,4,4,5,4,4,3,3,3,3,4,3,3,4,2,5,3,3,2,5,3,4,3,4,22.0,22.0,3,5,4,5,3,5,50,0,25,0,50,0,20.833333333333332,4,5,4,3,3,3,3,3,25,0,25,50,50,50,50,35.714285714285715,1,3,2,4,3,3,2,4,4,4,3,3,4,4,3,3,3,2,4,3,4,2,4,3,4,4,3,2,0,0,0,1,1,0,0,1,1,1,2,0,1,0,2,0,1,0,0,1,5,1,8,14,53.0,"Since 2007, the climate issue has become an important point in top politics. Most countries are rethinking solutions such as cutting emissions and invest in renewables. There are a few exceptions who are likely to be the losers in the future while the rest of the world moves on. But success depends on several things: technology, politics, values, the economy, and reducing crime (e.g. closing tax havens that allow cheating and responsibility avoidance).",59.0,"There are strong irrational currents taking over, such as conspiracies, alt-right, nationalists, and science denials. Now, both the Middle East and the Mid-West are homes for non-compromising irrational beliefs based on various religions. The question is whether people will come to their senses, which is necessary for success. On the other hand, if the US disintegrates into chaos (e.g. through extensive deregulation and tax breaks), then it will become more like Mexico with a weaker economy, it will have a ","Yes",29.0,"Be optimistic and soldier on. Talk to fellow people and colleagues. Besides, climate is one of many issues, and in many other respects, the world is improving (e.g. health, standard of living).","Yes. It's both perplexing and worrying. The worrying past is the stupidity on which it is based. It's perplexing as we are all in the ""same boat"" and we should all have the same interest to safeguard our planet - for that, we need the best possible description of the current state and where alternative options are likely to lead us. It's great to debate the science and challenge the facts if based on genuine scientific reasoning, but not when it comes to undermine science itself.","I have spent a few years in the US, and living in Norway and the US is very different. Norwegians are in general more content, relaxed and far less paranoid. Also, there is a great deal of support to climate sciences, and the contrarians/alt-right movement is still a fringe phenomenon.",4,1
1,17323,17323,787.0,1,"37.732696533203","-89.203399658203",,1,42.0,1,,"USA","USA","Professor and Chair - Climate Science",20.0,1,,1,,,5,5,5,5,2,4,6,5,5,3,4,3,2,2,2,2,5,5,3,4,1,6,2,2,4,3,3,4,4,3,16.0,24.0,3,4,4,5,3,4,50,25,25,0,50,25,29.166666666666668,4,3,3,4,5,5,2,4,25,50,50,25,0,0,25,25.0,,,,,,,1,3,4,4,3,3,4,3,4,4,3,3,3,3,4,4,4,3,4,4,4,3,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,2,1,9,12,64.0,"Seeing blatant disinformation related to climate science is difficult.  Knowing that folks are purposely misleading the public  is troublesome.  My hopefulness comes from a feeling that honesty always wins in the end.  In time, the reality of climate change will be harder and harder to deny.  In fact, the tune of anti-intellectual climate denialists has already changed.  In just the past few years, the argument has gone from ""the data aren't reliable"" to ""of course the world is warming, but taking action wo",66.0,"This response may seem to contradict the previous one, but my hope is tempered with some concern that action on climate change will be delayed or that we are already committed to climate change beyond the levels that we think we are committed to.","I have to bite my tongue a lot.  I don't really want to give lectures about climate science at parties, but sometimes it happens!",52.0,"I try to disconnect my work life and personal life, but it isn't possible.  I think that most effects are not related to the subject that I study, but rather to the administrative burden that I feel as a department chair.","Not directly, but climate science is constantly under attack.  When you have dedicated a large chunk of your life to a topic and then hear people describe it as junk science, it is hard not to take it personally.",,5,2
1,17323,17323,1271.0,1,"28.063095092773","-82.412803649902",,1,49.0,1,,"United States",,"associate professor of marine science -- I teach graduate students and conduct research on ocean dynamics, climate change, and sea level rise",20.0,1,,3,,"This is a poorly worded question, as there are two distinct questions. Yes, I am in agreement that anthropogenic-caused climate change is occuring. I do have to quible a little about the second question (is it a grave trhreat to the planet). That's a lot more nuanced and harder to answer with a simple yes and no. The planet will survive no matter what we do. Climate change is a grave threat to human society. Unless we change or start planning to adapt, I am not certain that human society will be better a few hundred years from now.",4,3,3,5,2,5,6,3,4,4,5,5,3,4,4,2,5,5,2,5,1,6,4,3,3,4,2,5,2,5,24.0,29.0,4,4,4,4,4,4,25,25,25,25,25,25,25.0,5,4,5,4,5,5,2,4,0,25,0,25,0,0,25,10.714285714285714,3,3,2,2,2,3,4,2,4,3,2,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,4,2,8,51.0,"I feel we there is still time to make significant changes to alter climate change. While I am not as hopeful about the Unites States at the moment, I am considerably more hopeful about other countries doing the right thing and the US following because it eventually makes good economic sense.",57.0,"I'm worried about a lot of aspects of the US that are not related to climate change (whether social security will be around, the healthcare crises in the US, lack of respect for basic science). But I also have some hope that the status quo is difficult to change due to inertia, and so that we will manage to plod along the same as we have the last several decades.","I don't think it's my knowledge of climate change per se that affects these feelings, it's the knowledge of history and science in general, and exposure to other cultures through my travels. Even if the climate was not changing, I think the future of human society is going to be tough due to over population.",96.0,,"Nope. I've been lucky to have worked on many high-profile committees like the IPCC, but others have been targeted, not me.",,5,2
1,17323,17323,986.0,1,"48.426696777344","-123.36550140381",,1,52.0,1,,"Canada",,"Research Scientist - ocean biogeochemistry and climate",25.0,1,,3,,"""a grave threat to the planet"" sounds like the rhetoric of environmental activists, and I strongly doubt that any of the IPCC assessment reports use such terms. Nonetheless, I agree that anthropogenic climate change poses serious threats to ecosystems and to human civilization.",4,3,3,5,2,5,5,5,4,4,5,3,3,4,4,2,5,5,2,5,2,5,2,3,3,4,2,5,4,3,22.0,26.0,3,4,4,5,3,4,50,25,25,0,50,25,29.166666666666668,4,4,4,3,5,5,3,3,25,25,25,50,0,0,50,25.0,3,3,3,2,4,5,3,3,3,3,3,3,4,3,4,4,3,2,4,2,4,4,4,4,3,4,4,1,1,1,1,1,1,0,1,0,0,1,2,0,2,0,0,0,0,1,0,0,2,3,8,13,76.0,"Hope is not the same as optimism. We have to have hope, even if we don't really believe that positive outcomes are likely.
",93.0,"Some people will always find things to worry about; I'm not  a particularly worrisome person. But I do think the environmental problems facing us are far more serious than most people realize.","I actually find it very empowering. People are interested in the topic but they don't know much. I am able to share information without getting to emotionally invested. e.g. if someone tells me it's a lot of nonsense I have the ability to laugh it off and not take it too seriously.",95.0,,"I find it annoying, but I don't take it that seriously. I'm not very high profile so I am rarely personally targeted by these attacks.
",,5,2
1,17323,17323,882.0,1,"-45.250198364258","169.38589477539",,1,49.0,1,,"New Zealand",,"Atmospheric scientist",29.0,1,,1,,,6,5,5,4,4,5,6,5,6,2,4,4,1,2,2,3,4,3,2,5,1,6,2,1,5,2,3,4,3,4,14.0,22.0,2,3,2,3,2,3,75,50,75,50,75,50,62.5,2,2,3,2,3,3,4,2,75,75,50,75,50,50,75,64.28571428571429,,,,,,,2,3,4,4,2,3,4,3,4,3,2,2,3,3,4,3,4,2,4,4,4,2,1,0,0,2,1,0,1,0,1,2,2,1,1,0,1,0,2,0,0,0,5,1,11,17,35.0,"I am hopeful because quality of life has, generally, increased over the last few millennia and I believe that humans have the capacity to maintain that. That said, the issues facing humanity now are growing in scope and complexity in a way that makes them increasingly difficult to manage.",59.0,"Life is becoming increasingly volatile .e.g no such thing any more as a secure job. This can be both exciting and challenging. I worry that I will be able to secure funding to continue in my role as a climate scientist in the years to come.","I think that my knowledge of climate science makes me much more aware when it comes to behavior around sustainability.",89.0,"I am not sure that I have any. Hope to survive until retirement.","Public yes, political no. It hasn't affected me at all.","Nope.",4,1
1,17324,17324,809.0,1,"40.238800048828","-74.698799133301",,1,63.0,1,,"USA","USA","Climate modeling",40.0,2,,1,,,2,2,3,6,2,6,6,3,3,5,5,5,5,5,4,1,6,5,1,6,1,6,4,4,2,5,2,5,2,5,28.0,32.0,4,5,4,5,4,5,25,0,25,0,25,0,12.5,5,5,4,4,5,5,1,5,0,0,25,25,0,0,0,7.142857142857143,3,4,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,97.0,"Humans will survive and adapt. Furthermore I believe in a God that is in control.",15.0,"I worry that many people will have to die before things can be fixed/adapted to.","In some regards, the study of climate and climate change impacts everything I do and am. It has been the main focus of my science life for 40 years.",92.0,"I really enjoy my work, learning how things work.","Yes. Made me afraid at times. Caused me to somewhat shun public things.","A comment on this survey - most physical scientists I know are very happy in their work. They love the study of climate, learning how things work. This survey asks the wrong questions for me and people like me.",5,2
1,17325,17325,1370.0,1,"47.144897460938","8.1551055908203",,1,63.0,1,,"Switzerland","Switzerland","Professor, Climate Physicist",35.0,1,,1,,,2,2,2,6,2,5,6,2,2,5,5,5,5,5,5,1,6,5,2,5,1,6,5,5,2,5,2,5,2,5,30.0,32.0,5,5,4,5,4,4,0,0,25,0,25,25,12.5,5,5,5,5,5,5,2,4,0,0,0,0,0,0,25,3.5714285714285716,5,5,5,4,5,5,3,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,5,72.0,"The collective awareness by populations around the globe to climate change is now reality. Issues like environmental protection, energy transition, clean air, access to clean water, etc.are high on most agendas. Even Donald Trump's decision to pull out of the Paris Climate Accord (COP21) has triggered pro-climate stances from US States like California or big cities like New York. Trump's decision (mostly a political gambit) will not prevent the rest of the World and even much of the United States from imple",72.0,"Being pessimistic about the future is synonymous with inaction. Bringing issues like energy transition as a solution to climate change implies the creation of new opportunities, new investments, new markets. New clean technologies will be forthcoming soon, irrespective of whether one believes in climate change or not. This is a win-win situation for local to national economies and for limiting future climatic change...","Having worked in the field for over 30 years, I believe thatt we still need to have strong arguments to counter the ""climate deniers"". This motivates researchers like myself to pursue advanced research to better understand the intricacies of complex systems like climate, where there are still quite a few regions of uncertainty.",69.0,"Disconnecting from work on a daily basis, for exmple by reading exciting novels or watching entertaining movies.","Yes, a few tweets or blogs from climate skeptics. These are irritating in the sense that they are formulated by non-experts, but the arguments can be counteracted throough publications in the scientific literature.",,5,2
1,17325,17325,2887.0,1,"37.503799438477","-121.52529907227",,1,65.0,1,,"United States",,"Atmospheric scientist at the Lawrence Livermore National Laboratory in Livermore, California (just a few months away from retirement). I compare output from climate models with observations. See www-pcmdi.llnl.gov for details.",35.0,1,,3,,"It's occurring, and potentially a grave threat, but time will tell how bad it gets.",2,2,2,5,2,6,6,3,2,4,4,5,5,5,5,2,5,5,1,6,1,6,4,5,3,4,3,4,2,5,28.0,31.0,2,4,4,5,4,4,75,25,25,0,25,25,29.166666666666668,4,5,3,3,5,5,2,4,25,0,50,50,0,0,25,21.428571428571427,,,,,,,2,4,4,4,2,3,4,4,3,4,3,3,4,4,3,3,4,4,4,3,4,2,0,0,0,2,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,3,3,5,11,54.0,"Politically, I'm more conservative than the average environmental scientist, hence more confident of small groups responding flexibly to problems as they arise (and more skeptical of government's ability to identify and solve problems). This point of view combines with my professionally acquired knowledge of the very wide uncertainties in climate predictions. It leaves me feeling that we humans may well ""muddle through"" this problem, as we have with other potential catastrophes.",45.0,"Despite the uncertainty in climate predictions, I'm well aware that fundamental properties of the Earth system make anthropogenic global warming a serious problem at some level. I think of it as analogous to other problems like financing the retirement and health care of my generation (the baby boomers). Such problems may or may not blow up into a sudden crisis, but they will persist, and we'd be very lucky to avoid all their painful consequences. I realize that humans are not at their best when faced with ","Not much, really. I have an enjoyable life outside of my profession with family, friends and church.",71.0,"Overall my work is a positive contributor to my feeling of well-being. I feel I've communicated some important facts to professional colleagues and the general public, so have done my duty. Also, I enjoy the problem-solving process of figuring out how Earth's climate system works. The only negative effect of work on my sense of well-being is the frustration of dealing with silly bureaucratic paperwork--surely a feature of most modern jobs. My coping strategy is to ""suck it up,"" get it done and then move on ","None directed at me, but I've known many a victim. My reaction depends on how vulnerable the victim is. Mike Mann, Carl Sagan, Steve Schneider and Gavin Schmidt were/are natural counter-punchers, so I find their experiences entertaining and even inspiring. Others, like Phil Jones and Ben Santer, were politically innocent when they got entrained into the process and suffered greatly. I am disturbed that this happened to them, and am especially worried that younger people may be put off from studying climate ","Periodically during my life, I've suffered from ""panic attacks"" like stage fright or fear of flying. This problem runs in my famiiy and does not seem connected with my work (other than the work involving speaking engagements and business travel). It has been greatly reduced in recent years with prescriptions of Ativan and Sertraline.",4,1
1,17325,17325,1174.0,1,"48.426696777344","-123.36550140381",,1,71.0,1,,"Canada",,"Retired but still working on the effects of climate change on the marine planktonic ecosystem, primarily through modelling.",45.0,1,,1,,,3,2,2,5,2,5,6,4,3,5,5,3,4,5,5,2,5,5,2,5,1,6,3,4,2,5,2,5,4,3,26.0,29.0,3,5,4,5,4,5,50,0,25,0,25,0,16.666666666666668,3,4,3,4,5,5,2,4,50,25,50,25,0,0,25,25.0,,,,,,,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,5,50.0,"I am not hopeful that we will find the silver bullet of a global IPCC agreement AND more importantly actually follow through on it. 

I am hopeful that at the local level we will tackle aspects of climate change, partially because most governments will offer incentives",71.0,"We will not take enough action early enough to keep the warming below about 4C during this century. So I have 4 grandchildren who will have to adapt to a different world from the one I  have experienced.","Mostly it is positive because I do know the situation, and I have enjoyed (most of) the social interactions I have had giving talks and seminars on climate change and ocean ecosystems.

However,I believe that we need to put more research effort into adaptation and less into obtaining the grand international agreement on reducing fossil fuel emissions, because I don't think that will happen.",68.0,"Regular exercise and social interactions with family and friends.","Yes. Initially I was shocked, but I learned to deal with them, and became more resolved. However when my employer (the Govt of Canada) made it very difficult for me to give public talks on climate change, it was a factor in my decision to retire",,5,2
1,17325,17325,1146.0,1,"34.752807617188","-86.690101623535",,1,66.0,1,,"United States","United States","Working-stiff climate scientist, building global climate datasets from satellite and in situ measurements from scratch to answer climate questions",35.0,1,,2,,,3,3,3,6,4,5,6,3,2,6,6,5,4,4,4,1,6,3,2,5,1,6,4,5,1,6,1,6,2,5,30.0,28.0,5,5,4,5,4,4,0,0,25,0,25,25,12.5,4,5,4,4,5,5,2,4,25,0,25,25,0,0,25,14.285714285714286,3,4,4,3,5,5,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,91.0,"Questions about feelings are subjective and I would be suspicious of a survey in this regard.  Nevertheless, I'm hopeful because our fundamental research showing there is little to be concerned about in the climate realm is gaining more and more acceptance, especially in the US.  The research I do is very exacting in the sense we produce numerical, verifiable research information on the climate system.  The climate system is not going in a catastrophic direction as much of the media claim - I (and others) h",7.0,"Things that worry me are generally related to the progress of Islamic terrorism and the attempts of left-wing elites to force certain ways of thinking and behaviors on people like me.  I think ultimately the truth about these folks will win out as it has in the past (look at all the centrally-planned governments that have failed).  The average guy is pretty smart and can smell a rat when elites start talking.","I have as much information about the climate as anyone since I produce climate products and publish the findings.  I'm not worried at all about the climate, but I do worry that ""experts"" who have made progress in troubled European countries (Germany, France, etc.) to convince people there is a problem may not be held accountable for their erroneous views on climate and the social consequences.",83.0,"I am to a large degree the scientist I am.  I enjoy my work, so I am pleasantly affected by it.  I'm also a runner which is great for the body and I have a deep and abiding evangelical faith (and family and church) that provide terrific emotional/spiritual support.  Life is a tremendous blessing for me, even after losing my first wife to cancer after 39 years of marriage a few years ago.","I receive daily attacks, but I rest peacefully on the observational data and quickly see the lack of information (and the extreme almost religious bias) that has infected such folks.","I think this is a squishy area of research and I wouldn't trust the results.  Science is numbers, not feelings.  In my scientific work, I stick to the numbers.",4,1
1,17325,17325,1211.0,1,"-23.566696166992","-46.783294677734",,1,64.0,1,,"Brazil","Brazil","Atmospheric Scientist",42.0,1,,1,,,2,2,5,6,2,6,6,3,5,4,5,5,5,5,2,1,6,5,1,6,1,6,4,2,3,4,2,5,2,5,23.0,32.0,4,4,4,5,4,5,25,25,25,0,25,0,16.666666666666668,3,4,5,4,5,5,1,5,50,25,0,25,0,0,0,14.285714285714286,3,4,5,4,5,5,3,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,5,6,92.0,"I see a lot of progress during my 42 yr professional life.  Young generation is very much concerned about environmental issues and they have access to a huge ammount of relevant information.",87.0,"Because we will have to face challenges that we never had before and we still don't have clear answers for critical issues concerning global warming. WE have to work very hard to convince policy makers in view of the scientific uncertainties.","I put a lot of time in dealing with policy makers, doing research on climate variabilty and interacting with different communities.  Being realistic, I am satisfied with the results, so far.",17.0,". Sharing experiences with colleagues .
. Spending a lot of time with the new generation (students).","Did not affect me at all, so far.","If I was given the opportunity to re-start my life from the time when I was 18yr old,  I would follow exactly the same trajectory...",4,1
