age,gender,gender_other,country_residence,country_work,nature_work,agree_ipcc,noagree_ipcc,complicated_ipcc,cbi_personal,cbi_work,dass_depression,dass_anxiety,dass_stress,dass_total,hopeful_future_rating,worried_future,response_id,time
39,Male,,France,France,assistant professor-ecology,1,,,20.833333333333332,28.571428571428573,0,0,0,0,50,50,R_2CWGangcB2Xq3i8,2
61,Female,,Sweden,Sweden,"Professor, climate mitigation",1,,,25,21.428571428571427,4,1,2,7,80,80,R_8uJBDq9e7IjOHgB,2
56,Female,,France,France,Climate modeler,1,,,20.833333333333332,39.285714285714285,2,0,0,2,25,81,R_2MvqKcMNSZsvq01,2
48,Male,,italy,italy,environmental epidemiologist researcher,1,,,37.5,46.42857142857143,0,2,8,10,82,40,R_2D0qCDLTURs6azt,2
NA,Other,Danny,uk,uk,prof,2,"You describe the findings strangely - this is a threat to people and other very recent species - the planet has warmed greatly before.

As far as i know the IPCC do say this is a threat to the planet (that makes it sound as if the rocks will melt!) - I don't recognise this as IPCC wording.

It is a threat to other species, as well as the humans, and has accelerated extinctions - but it is not a threat to earth as a whole. It is a threat to a way of life that cannot carry on.",,100,85.71428571428571,21,21,21,63,100,0,R_2oI0kgGmX4k7Tb6,2
42,Male,,Türkiye,Türkiye,"I am an academic specializing in urban planning and landscape architecture, with a focus on sustainable urban regeneration, climate adaptation, and nature-based solutions. My research involves urban heat island mitigation, community-led climate adaptation strategies, and digital twin applications for sustainable industrial zones. I also work on GIS-based spatial analysis and environmental planning, integrating data-driven approaches to enhance urban resilience.",1,,,70.83333333333333,60.714285714285715,0,0,1,1,25,80,R_2HjnryH0AYzF86H,2
57,Female,,France,France,climate scientist,1,,,45.833333333333336,53.57142857142857,5,4,10,19,10,90,R_2H7Wcy4jHimi3Id,2
35,Male,,Germany,Germany,Psychologist,1,,,33.333333333333336,7.142857142857143,0,1,5,6,60,50,R_22sLUOTc4eq2U4s,2
70,Female,,Australia,"Australia, Ireland, Europe, US, Canada",Professor in improving health systems,1,,,37.5,42.857142857142854,1,1,6,8,30,79,R_2jUNKqi0JBI9ozs,2
45,Male,,United Kingdom,globally,research on adaptation,1,,,41.666666666666664,32.142857142857146,0,0,2,2,65,40,R_2mq0BjD2bwmn42a,2
48,Female,,Ireland,Ireland,professor climate change,1,,,54.166666666666664,60.714285714285715,5,5,6,16,29,91,R_21gUnm5HSOMnntw,2
33,Male,,Germany,"South Asian countries, China, Europe and African countries",Environmental economist,1,,,45.833333333333336,0,4,5,7,16,81,34,R_20sUfzIJrEcyPjX,2
35,Male,,Austria,Austria,"post-doc, aquatic biogeochemist",1,,,66.66666666666667,85.71428571428571,7,1,11,19,71,27,R_2jf85c8r31SSr9w,2
46,Male,,UK,UK,Climate and health researcher,1,,,58.333333333333336,53.57142857142857,1,4,13,18,60,59,R_29sT4LgxfaGBv8O,2
39,Female,,United Kingdom,"United Kingdom, sub-Saharan Africa & Global",Professor of Sustainability - mostly work on climate-induced tipping points,1,,,37.5,50,0,2,3,5,9,92,R_2nNPc7ClNk7uURk,2
70,Male,,Denmark,Denmark,professor - Earth system science,1,,,29.166666666666668,21.428571428571427,0,0,2,2,90,71,R_28qf1yLPsz86BLH,2
45,Male,,france,france,senior scientist - aquatic microbial ecotoxicology,1,,,79.16666666666667,67.85714285714286,6,5,12,23,30,92,R_8GD2RHd0Z6iSAMf,2
47,Female,,UK,"UK, Tanzania",ecology,1,,,45.833333333333336,42.857142857142854,1,0,0,1,56,68,R_8QXSqcXemepivH5,2
40,Female,,Belgium,Belgium,Research Professor -- Psychologist,1,,,95.83333333333333,100,13,5,12,30,9,100,R_8uvnrRtedDXkV9N,2
61,Female,,Australia,Australia,Sustainability Scientist,1,,,33.333333333333336,25,5,0,4,9,55,85,R_4FrYjJH8qqnsu9r,2
74,Female,,Italy,Italy,Atmospheric scientist,1,,,4.166666666666667,7.142857142857143,1,0,2,3,80,40,R_2GCzILk36WPXvY3,2
64,Female,,UK,UK,Research,1,,,12.5,0,1,1,2,4,19,20,R_8zei1T7ksE5P40l,2
42,Male,,The Netherlands,"South Africa, The Netherlands",Climate Adaptation Policy & Planning - Senior Researcher,1,,,37.5,21.428571428571427,1,3,4,8,50,100,R_8qprz0CAEXYa28e,2
55,Male,,Luxembourg,EU and Low and Middle Income Countries,"Climate finance, tracking of financial flows",1,,,66.66666666666667,57.142857142857146,1,2,2,5,10,95,R_2Nm0DALdFFk5LWh,2
51,Female,,Germany,Germany,"climate modelling, meteorology",1,,,0,7.142857142857143,1,0,1,2,75,20,R_2DhujIsl44DDBnP,2
51,Female,,Italy,Italy,sociologist,1,,,12.5,17.857142857142858,0,0,3,3,50,50,R_8mXDYkXjKNemQic,2
49,Female,,Spain,"Spain, Madagascar",biodiversity,1,,,29.166666666666668,25,1,0,4,5,71,61,R_8Kw2OM9rw3746Rb,2
58,Male,,Canada,Canada,sociologist,1,,,62.5,60.714285714285715,8,0,2,10,30,30,R_21KLPvAbAESY6TD,2
55,Female,,NIGERIA,NIGERIA,FAMILY PHYSICIAN/ RESEARCHER,1,,,20.833333333333332,14.285714285714286,0,0,0,0,90,60,R_81I74dVScZn10UV,2
49,Female,,germany,germany,senior scientist--oceanographer/decadal ocean change,1,,,20.833333333333332,21.428571428571427,0,2,2,4,43,36,R_2dnJcaZJZCrS9dn,2
55,Female,,Germany,"Germany, Sweden",Researcher and policy adviser,1,,,50,57.142857142857146,8,2,7,17,40,70,R_8UgEW4WhLpBhdqi,2
74,Female,,United Kingdom,"Malaysia (Sabah, Malaysian Borneo), United Kingdom, Portugal","Research Project Leader/Scientist - hydrology, soil and river erosion,  rainfall changes",1,,,16.666666666666668,17.857142857142858,0,0,3,3,81,19,R_2PvYIFtg7u8Ksf5,2
42,Male,,USA,USA,Scientific Director (health services research),1,,,66.66666666666667,96.42857142857143,1,6,6,13,50,100,R_3QASgp0f9tVw40k,2
33,Other,gay man,australia,australia/ philippines,postdoctoral researcher,1,,,16.666666666666668,39.285714285714285,7,4,5,16,91,60,R_4ijLNWqfoyo6gic,2
69,Female,,Netherlands,Netherlands,professor emeritus (professionally active),1,,,12.5,10.714285714285714,1,1,4,6,70,80,R_2eyEM8118hY3Z02,2
53,Female,,Italy,EU,research- climate risk assessment,1,,,25,7.142857142857143,1,0,2,3,40,40,R_2dDU3g7wezFG6SM,2
68,Female,,UK,UK,Mitigation and policy,1,,,16.666666666666668,21.428571428571427,1,0,4,5,80,50,R_8qfb9E7V3xcXkdc,2
41,Female,,China,China,Research Fellow,1,,,8.333333333333334,25,1,4,3,8,50,69,R_7NyUqQtwfcMYVcA,2
66,Female,,Denmark,Denmark,professor specialised in climate physics,1,,,16.666666666666668,3.5714285714285716,1,0,4,5,50,20,R_2R9p0uOp5ftVltD,2
53,Female,,United Kingdom,United Kingdom,Researcher - marine ecosystem response to climate change,1,,,37.5,32.142857142857146,4,0,6,10,80,29,R_2Emdw7HUy9Eko2j,2
36,Female,,Hungary,Hungary,research fellow,2,I know some aspects but do not familiar with IPCC's entire plan.,,12.5,14.285714285714286,0,1,5,6,84,64,R_832UWnY381K1VIF,2
64,Female,,UK,UK,Academic. Ancient climate change.,1,,,20.833333333333332,32.142857142857146,2,4,4,10,40,91,R_88J8UjgpyLZGJdV,2
65,Female,,Brazil,Brazil,Professor of Plant Physiology,1,,,8.333333333333334,10.714285714285714,0,0,5,5,81,70,R_6tKYP8juKjTys59,2
51,Female,,Sweden,Sweden,"Reseracher, remote sensing of vegetation responses to climate change",1,,,20.833333333333332,3.5714285714285716,0,0,0,0,80,20,R_2fYI0yke7xiEvay,2
53,Female,,Canada,"Canada, United Kingdom",Biodiversity researcher,1,,,91.66666666666667,89.28571428571429,13,12,15,40,20,90,R_3FzUthtVbNxJ71m,2
49,Other,woman,US,US,climate and health researcher,1,,,54.166666666666664,67.85714285714286,4,6,7,17,50,50,R_7fOTuDVlqbttrPz,2
54,Female,,singapore,singapore,director,1,,,70.83333333333333,67.85714285714286,7,7,10,24,29,73,R_45ybvXRE35yZwIh,2
44,Male,,Canada,Canada,Professor - climate change governance,1,,,45.833333333333336,53.57142857142857,4,6,12,22,60,90,R_7qgsV1x3Ia4cX0Q,2
65,Female,,Germany,"Germany, Australia",climate and weather scientist,1,,,25,14.285714285714286,1,1,4,6,30,70,R_2ilrlm4cIlIdLf9,2
73,Female,,USA,USA,physiological effects on animals caused by climate change,3,,Anthropogenic climate change is superimposed on what is apparently a natural cycle of planet warming.  We should focus on mitigation rather than blame.,20.833333333333332,10.714285714285714,0,0,3,3,65,40,R_3gNDCpixsin39zi,2
49,Female,,Cyprus,Cyprus,Climate modeler,1,,,58.333333333333336,32.142857142857146,1,1,5,7,50,50,R_2kLEXGUPWQOdPrK,2
45,Male,,Colombia,Colombia,Professor,1,,,62.5,57.142857142857146,1,1,4,6,60,60,R_7YRnhIsp2n3hjrl,2
55,Female,,Ghana,Ghana,Lecturer and Researcher,1,,,20.833333333333332,25,1,0,1,2,92,2,R_2oXz0iowBXwsG5M,2
62,Other,male,USA,USA,bioethicist,1,,,20.833333333333332,46.42857142857143,0,1,7,8,60,40,R_5Bz0tWLlFTVXSwN,2
67,Female,,Kenya,Kenya,Medical  biologist,1,,,33.333333333333336,53.57142857142857,0,0,4,4,56,71,R_2oF86mz3p3wM4x7,2
45,Female,,uk,"UK, US, Ireland","research- climate chnage impacts unpon certain species (past, current, future)",1,,,58.333333333333336,64.28571428571429,2,9,19,30,16,95,R_2RRhcfvX1J5tW1C,2
40,Male,,Norway,Norway,"Associate Professor, comparative physiology, conservation physiology",1,,,50,46.42857142857143,2,3,8,13,60,40,R_8gOygpvDCbAOiBB,2
69,Female,,Sweden,Sweden,Forest soil chemistry related to nutrient status and acidification,1,,,25,10.714285714285714,3,1,5,9,60,70,R_2Mg8LxkVIkfSXcA,2
58,Female,,USA,USA,"biogeochemist, carbon cycling",1,,,29.166666666666668,14.285714285714286,2,1,2,5,70,40,R_1ceFqwBFZfhtaql,2
67,Female,,USA,USA,Research faculty--forest fire and wind disturbance and invasive species in the context of climate change,1,,,29.166666666666668,32.142857142857146,3,4,3,10,80,70,R_5eFObHpZMS1qAbL,2
76,Female,,Scotland,UK,researcher on regulation and ethics of energy and climate impacts on workers and environment,1,,,20.833333333333332,32.142857142857146,3,1,3,7,49,71,R_2jNf3nU2fZI6UVZ,2
64,Male,,France,Switzerland,scientist,3,,"Climate change is occurring, but the anthropogenic causes are less clear.",33.333333333333336,60.714285714285715,1,0,4,5,80,40,R_2OO42iOeRR0h0lP,2
75,Female,,United States,United States,Human ecologist and environmental sociologist,1,,,29.166666666666668,25,5,0,6,11,44,80,R_6mFdUHbKR199hCd,2
65,Male,,France,Mexico,"Senior research, water",1,,,8.333333333333334,14.285714285714286,0,0,4,4,70,84,R_8GxoO6e7TsioX16,2
52,Other,non-binary,Canada,Canada,soils and peatlands,1,,,75,96.42857142857143,14,14,19,47,19,90,R_3ou0WZ12sAZsV9x,2
58,Female,,USA,USA,University Professor,1,,,29.166666666666668,28.571428571428573,2,0,3,5,61,50,R_7COSmN2jwszaAWl,2
64,Female,,Canada,Canada,Research scientist in infectious diseases,1,,,25,32.142857142857146,5,2,6,13,50,51,R_7XXFE7r4OmhxudH,2
43,Female,,USA,USA,climate change economist,1,,,37.5,42.857142857142854,3,1,7,11,40,60,R_3anqu472GwqdMTz,2
68,Female,,Uruguay,Uruguay,University Professor and Research Associate,1,,,20.833333333333332,17.857142857142858,1,0,4,5,64,61,R_6f3dD9u8CUCLyJM,2
60,Male,,USA,USA,aquatic ecosystems; climate change vulnerability and adaptation,1,,,45.833333333333336,57.142857142857146,4,1,9,14,60,90,R_7iHqaLshO19MjdL,2
47,Male,,USA,USA,statistician/modeler for conservation/global change research,1,,,62.5,60.714285714285715,2,6,12,20,51,80,R_30eQXWFO6HXOt7H,2
79,Female,,USA,USA,Climate Scientist with Public Health,1,,,0,14.285714285714286,0,0,0,0,100,38,R_5CVMX6V0TnlYvT9,2
51,Female,,United States,United States,PLant ecology and fire ecology,1,,,29.166666666666668,39.285714285714285,1,0,5,6,50,91,R_74B7IxzRuShRhzH,2
38,Female,,UK,UK,Academic researcher  in Climate impacts,1,,,25,32.142857142857146,2,0,2,4,50,25,R_2fpocJEj0wuBzrI,2
42,Female,,Italy,Italy,Associate professor - Forest ecologist,1,,,25,35.714285714285715,0,0,1,1,40,85,R_8JMP3WtsXZU8HHr,2
45,Female,,Tanzania,Tanzania,"Climate change scientist - science, vulnerability/risk/impacts analysis, adaptation and mitigation options",1,,,29.166666666666668,42.857142857142854,2,2,3,7,100,0,R_2cpagc94ysncPpk,2
35,Male,,South Africa,South Africa,Biometeorologist; univeristy professor,1,,,58.333333333333336,50,0,7,5,12,46,40,R_2qe8GGcXaMJvchy,2
84,Other,,United States,United States,forest impact modeling,1,,,58.333333333333336,14.285714285714286,8,1,5,14,3,3,R_3mLtSCGLlaZ2uQx,2
43,Female,,USA,USA,"Distinguished professor — sea level change, climate economics, climate adaptation",1,,,50,46.42857142857143,4,1,13,18,31,90,R_3gSWH7Zj0bpJPNc,2
66,Female,,USA,USA,Family Physician,1,,,33.333333333333336,28.571428571428573,1,0,1,2,47,75,R_7E9NIIlHEEzq8eK,2
43,Female,,USA,USA,professor - energy and sustinability,1,,,33.333333333333336,21.428571428571427,2,3,1,6,NA,100,R_6z6c49yVenbLgBS,2
NA,Female,,usa,usa,scientist,1,,,29.166666666666668,32.142857142857146,0,2,7,9,72,63,R_5nvlT9hVvKVwrmS,2
67,Female,,USA,USA,Physician,1,,,25,32.142857142857146,2,0,2,4,75,70,R_18MWmCMWr8tEwUh,2
72,Female,,United States,United States,"Insect responses to climate change and disturbances, and effects on ecosystem primary production, nutrient cycling, herbivory and decomposition",1,,,33.333333333333336,17.857142857142858,0,0,1,1,48,49,R_5gIJkprFsstPAw9,2
NA,Female,,USA,USA/Canada,Endangered species conservation,1,,,50,60.714285714285715,9,2,11,22,35,90,R_6Q5VENgaJFxP327,2
42,Male,,USA,USA,federal disease epidemiologist and wildlife veterinarian,1,,,79.16666666666667,85.71428571428571,5,0,8,13,3,100,R_7oJf7fmE45gesG5,2
38,Female,,Canada,Canada,research scientist - forest modelling,1,,,50,42.857142857142854,5,3,4,12,42,76,R_1GqvBpFuflwV8FA,2
60,Female,,South Africa,"South Africa, Southern Africa, Africa","Research Chair -- Climate Impacts Modelling, Attribution and Adaptation Trials",3,,"I totally agree with IPCC's assessments of human contribution to climate change, and the assessment of current and potential future impacts.  I am not sure that climate change is a ""threat to the planet"" - the planet will be here long after humans are gone, and long after this current, human-driven mass extinction event.  Maybe it is better to say, climate change is threat to the planetary conditions we live in today.",29.166666666666668,39.285714285714285,3,0,3,6,19,19,R_45MbS5IBqZTfcDs,2
33,Male,,USA,Brazil,impacts on natural and human systems,1,,,20.833333333333332,7.142857142857143,1,2,5,8,50,75,R_6OAx0WhFBRMvot3,2
65,4,,Germany,Germany,climate impact research,1,,,45.833333333333336,28.571428571428573,1,1,3,5,76,81,R_27Ej1Nvsgd6OJMd,2
NA,Female,,Canada,Canada,Public health physician working on the health implications of climate change - mainly public and professional education and NGO advocacy,1,,,0,0,0,0,0,0,30,29,R_59p5eg9qLPshH5x,2
48,Female,,USA,USA,Ecologist- professor,1,,,33.333333333333336,25,2,1,7,10,20,91,R_78AJhrYz2CKBP4V,2
56,Male,,Poland,Poland,researcher,1,,,54.166666666666664,32.142857142857146,0,5,3,8,50,62,R_8O4JS2fMac7bmWl,2
47,Male,,Nigeria,Nigeria,Agricultural Economist,1,,,70.83333333333333,71.42857142857143,4,3,7,14,40,NA,R_2HieUewGG0u0EgS,2
34,Male,,United States of America,United States of America,"research scientist - climate change and ecology, research administrator - facilitating access for researchers to public lands and field stations",1,,,54.166666666666664,50,6,2,6,14,60,80,R_6kKReADHxavbKB6,2
61,Female,,United States,United States,Climate and health,1,,,29.166666666666668,32.142857142857146,0,0,5,5,71,80,R_1IufMmMxJlSF46N,2
46,Female,,UK,UK,Associate Professor in Climate Science working primarily on sea level rise,1,,,50,57.142857142857146,5,1,10,16,60,70,R_2BwZY5Z6gECOXLO,2
38,Male,,United States,"United States, Uganda, Thailand, Panama","Assistant Professor, environmental science",1,,,37.5,50,0,2,4,6,75,40,R_3HXfxhUfY015Z4K,2
56,Female,,USA,USA,"Full Professor and Director, new low-footprint sustainable materials",1,,,54.166666666666664,53.57142857142857,1,0,1,2,50,50,R_36g1UB6VTvOfsn4,2
51,Female,,USA,USA,climate scientist,1,,,87.5,82.14285714285714,7,9,11,27,25,82,R_3RmjPMeCGtT0O65,2
75,Female,,USA,USA,Fire scientist,1,,,33.333333333333336,39.285714285714285,4,0,9,13,50,50,R_3pfJYTdzkQG3ZMQ,2
72,Female,,United States,"United States, Venezuela",principal investigator -- animal ecology,1,,,33.333333333333336,14.285714285714286,5,0,3,8,25,100,R_50qnpSgtxg0knBg,2
44,Male,,United States,United States,professor - research past climates and biodiversity responses,1,,,66.66666666666667,60.714285714285715,5,5,8,18,70,70,R_7dgvDGP2hg92wNO,2
37,Female,,Estonia,Estonia,Researcher - peatland ecology and climate change,3,,"As I am an ecologist, researching the results in ecosystem caused by climate change, I am not an expert in this issue. However, after what I've read and heard from climatologists, the current change is a mixture of natural and anthropogenic origin.",50,50,5,3,6,14,61,46,R_8lO5exF0LI8rdip,2
50,Female,,Zimbabwe,Zimbabwe,Senior Lecturer-Species distribution modeling,1,,,75,71.42857142857143,5,7,8,20,30,70,R_2oF68YDhovyu31C,2
NA,Male,,United States,"United States, Mexico",Professor of Geography,1,,,50,50,9,1,9,19,40,81,R_8gRCEj8dpouoP9Y,2
48,Female,,United States,United States,"I study climate change and human migration, I teach climate justice. More broadly, I think about climate change adaptation, political ecology, social ecological systems, and Indigenous knowledge",1,,,37.5,53.57142857142857,1,0,4,5,50,10,R_7DswBIJnJANvwE9,2
60,Female,,United Kingdom,"Ethiopia, Uganda, Sierra Leone",Agroclimatology; CC projection modelling for crop species,1,,,16.666666666666668,35.714285714285715,4,3,12,19,55,95,R_29i9pK6JrGFWKrt,2
48,Male,,Canada,Canada,research scientist - climate change biology,1,,,50,53.57142857142857,4,1,4,9,50,50,R_3rIXWO85oFs4bPb,2
48,Male,,USA,USA,social science,1,,,33.333333333333336,32.142857142857146,0,1,11,12,27,90,R_5wjcoyvjPoClOIF,2
71,Female,,usa,usa,"Professor of applied economics, environmental economics researcher",1,,,12.5,10.714285714285714,0,0,2,2,61,38,R_19wYdcCLFBHyQkF,2
57,Female,,USA,USA,Climate change ecology,1,,,37.5,42.857142857142854,3,1,8,12,50,NA,R_1KrnU8bMM34OINU,2
47,Male,,Mexico,Mexico,Researcher (cliamate modelling with focus on extreme events of rain and heatwaves),1,,,37.5,46.42857142857143,13,11,17,41,49,100,R_12spgYom9CAn63r,2
45,Female,,United States,United States,"alternative futures, scenario development, stakeholder-engagement for climate change planning",1,,,91.66666666666667,67.85714285714286,4,4,17,25,65,60,R_5qeNjn8gbKbNn9H,2
46,Female,,Panama,Panama,Research scientist--forest physiology,1,,,66.66666666666667,57.142857142857146,8,0,8,16,25,80,R_73debKg0L8QDAtP,2
55,Male,,USA,USA,associate professor - paleoecology,1,,,41.666666666666664,50,4,0,5,9,60,91,R_5UVcqMkhOttBdGF,2
70,Male,,United States,United States,research ecologist - ecosystem ecology,1,,,62.5,39.285714285714285,6,8,15,29,10,95,R_61bHXjmznmIOOtJ,2
84,Female,,United States,United States,"physiological ecology, primarily of marine systems",1,,,50,46.42857142857143,6,0,11,17,20,100,R_6QEIJxr87ScU9pD,2
69,Male,,Canada,Canada,"climate justice social scientist, professor",1,,,50,53.57142857142857,5,2,6,13,61,82,R_71SO2LXQrSL7LXL,2
32,Male,,Australia,Australia,Research scientist - Temperate marine ecosystems,1,,,75,64.28571428571429,8,8,10,26,20,100,R_4oFIBUsiihWiQNO,2
55,Male,,USA,USA,Professor of Oceanography,1,,,41.666666666666664,25,1,1,7,9,30,71,R_37p1GOsJPRUCvgS,2
64,Male,,United States,United States,psychological researcher,1,,,37.5,32.142857142857146,4,0,1,5,45,91,R_1NIGoLAMf01zoCB,2
45,Female,,China,China,forest carbon,1,,,29.166666666666668,32.142857142857146,4,3,4,11,81,49,R_9kMsR3Cr2Vjkj3k,2
NA,Female,,Australia,Australia,,1,,,16.666666666666668,3.5714285714285716,0,0,0,0,83,NA,R_9dJZe0ctzVzF3Mw,2
47,Male,,USA,USA,Professor and researcher- climate change impacts on plant communities/ ecosystems,1,,,33.333333333333336,39.285714285714285,3,0,3,6,40,82,R_6H60CstpmQ6Vks8,2
NA,Male,,switzerland,switzerland,"senior scientist,  ecophysiology",1,,,16.666666666666668,10.714285714285714,0,3,2,5,37,NA,R_2IrNQ14amO1TlUv,2
58,Female,,Finland,United States,paleontologist,1,,,54.166666666666664,32.142857142857146,6,6,15,27,40,92,R_8wcB4msUHb7zN99,2
66,Female,,Usa,Usa,Professor and center director,1,,,54.166666666666664,50,1,1,7,9,50,100,R_5PinBlg0kpBkTQQ,2
NA,4,,Portugal,Portugal,"Climate-weather scientistist, geographer",1,,,54.166666666666664,50,7,7,7,21,44,48,R_81bwRjkhlJrGSYu,2
56,Female,,Chile,Chile,marine ecologist,1,,,41.666666666666664,17.857142857142858,4,1,7,12,30,91,R_5pnAlUPGPI7NZk1,2
NA,4,,USA,USA,"geochemistry, water resources, environmental reconstructions",1,,,62.5,53.57142857142857,9,8,9,26,20,100,R_5Ra0IzAS033jjj1,2
51,Male,,Canada,Canada,social science,1,,,20.833333333333332,21.428571428571427,2,0,4,6,25,81,R_6YArH4BhFBRn8GQ,2
42,Female,,Norway,Norway,Associate Professor - ecosystem ecology,1,,,41.666666666666664,60.714285714285715,9,1,5,15,60,90,R_2mMxqR7UqZiQQCJ,2
44,Female,,UK,UK,Social scientist - public perceptions,1,,,45.833333333333336,35.714285714285715,7,0,9,16,20,80,R_2RjPBP7zlDBVO0V,2
40,Female,,Ukraine,Ukraine,Environmental / climate consultancy,1,,,50,42.857142857142854,1,0,4,5,62,40,R_2xJl6zYudlKMo5S,2
47,Female,,Chile,Chile,Theoretical ecologist,1,,,62.5,39.285714285714285,6,1,4,11,71,49,R_3BhAn520js74QZq,2
50,Female,,Italy,Italy,Environmental chemist,1,,,8.333333333333334,14.285714285714286,1,1,1,3,50,29,R_8cor78B6udI2kzE,2
43,Female,,México,México,profesor and research--ecology biologist,1,,,12.5,17.857142857142858,4,3,3,10,91,40,R_5kqN6puL8jcIbRf,2
80,Female,,France,"France, Africa, Canada, Antarctica",human sleep physiologist,3,,"Regarding human sleep, I recently published that it is highly susceptible to adapt to a wide range of ambient temperatures",16.666666666666668,10.714285714285714,2,1,4,7,86,19,R_8GO1VJ3kNXSDwbm,2
60,Male,,United Kingdom,United Kingdom,"Professor, climate change",1,,,62.5,57.142857142857146,10,0,2,12,40,91,R_2aWvjvARDyCbucF,2
38,Male,,India,India,Glacier scientist,1,,,62.5,57.142857142857146,3,4,6,13,87,32,R_4IzzwpYhHWQ01oI,2
42,Male,,USA,USA,Assistant Professor - protected areas and outdoor recreation social science,1,,,70.83333333333333,50,8,11,14,33,40,100,R_3CC0KfGako2nx2F,2
40,Male,,Portugal,Portugal italy,modeling,1,,,100,82.14285714285714,20,8,21,49,30,29,R_82cpsMHv4glEbLh,2
76,Female,,Switzerland,Switzerland,Plant and ecosystem responses to atmospheric chages,1,,,0,14.285714285714286,0,0,3,3,50,40,R_2ptoEJRXK0AUMrj,2
38,Female,,United States,United States,Research Ecologist,1,,,50,39.285714285714285,3,0,4,7,40,71,R_1UYtGNvK2fnkPCa,2
59,Male,,United States,United States,Science management,1,,,62.5,60.714285714285715,5,1,10,16,16,92,R_5dW4KaFGPrS73Lg,2
63,Female,,United States,United States,Professor and Agronomist,1,,,4.166666666666667,35.714285714285715,4,0,4,8,NA,100,R_7VKHT1Fakvsw44T,2
51,Female,,Switzerland,Switzerland,climate modeling,1,,,37.5,28.571428571428573,1,0,3,4,71,72,R_8aKa4fLiBt9HJTf,2
66,Female,,Canada,Canada,"Professor, plant biology, ecophysiology",1,,,33.333333333333336,35.714285714285715,8,1,8,17,21,83,R_1fko7FSnVZiWTGz,2
43,Female,,Switzerland,Switzerland,Senior scientist working on the impact of climate change on tree phenology as well as drought impact on forests,3,,It's of course complicate with so many (not all known) interactions but there is absolutely no doubt that anthropogenic climate change is accelerating (not only occurring) and is a serious threat for many ecological processes (and for human society as well),37.5,39.285714285714285,4,3,5,12,65,50,R_2pgs5frG5pXRh4K,2
48,Female,,United States,United States,Professor of Anthropology -- environmental archaeology,1,,,91.66666666666667,60.714285714285715,6,10,14,30,10,100,R_6P0ZP3wj5FyDrF3,2
75,Female,,New Zealand,New Zealand,Animal scientist,1,,,37.5,35.714285714285715,3,1,7,11,29,70,R_4MtfQi1rbx25tgL,2
34,Male,,US,US,"analyst, agricultural technology",1,,,58.333333333333336,42.857142857142854,8,2,9,19,65,80,R_6iBfsMJbIjl9EjL,2
51,Female,,USA,"USA, Austria",Professor.  Climate policy.,1,,,20.833333333333332,10.714285714285714,1,0,2,3,60,80,R_1pMNDi4kBijBVrk,2
42,Female,,Australia,Australia,Research/Teaching,1,,,12.5,21.428571428571427,0,0,0,0,61,62,R_4rGUTYg7ClxXy4w,2
52,Other,Male,India,India,Scientist,1,,,45.833333333333336,50,0,1,2,3,93,9,R_4kdGmq2X5gB3aZM,2
52,Female,,Switzerland,Switzerland,Conservation scientist,1,,,37.5,57.142857142857146,3,1,3,7,55,70,R_80Jml8JKC8o0GO8,2
37,Female,,Germany,Brazil,Modeling,1,,,45.833333333333336,28.571428571428573,1,2,3,6,90,80,R_2dQtLf6fvCNgjKH,2
49,Female,,Ghana,"Ghana, Kenya",Biomedical Researcher,1,,,50,53.57142857142857,0,0,0,0,90,10,R_2dKxhXbYMiaoW9e,2
44,Other,non-binary,Canada,Canada,Professor,1,,,33.333333333333336,28.571428571428573,0,1,3,4,81,9,R_4qga13bBJCZJXqb,2
52,Male,,Argentina,Argentina,Social researcher,1,,,50,25,3,2,5,10,50,60,R_7mCNqKqNW61JAWL,2
53,Female,,Brazil,Brazil,research associate,1,,,58.333333333333336,60.714285714285715,7,4,6,17,40,99,R_1cCyyXRXbe3SUt7,2
57,Female,,USA,USA,"physical climate scientist (weather and climate extremes), professor",1,,,87.5,82.14285714285714,9,5,11,25,20,100,R_7V9GBvTXwM8osir,2
47,Male,,Switzerland,Switzerland and Europe,scientist (marine ecosystem modeller),1,,,70.83333333333333,46.42857142857143,3,1,5,9,42,80,R_2HpGhSvnyVOwmag,2
57,Male,,Germany,Germany,Researcher - vector borne diseases under climate Change,1,,,12.5,7.142857142857143,2,1,2,5,70,30,R_8qpnEb863dD11Bg,2
61,Female,,Brasil,Brasil,Subnational policies,1,,,62.5,60.714285714285715,14,1,12,27,10,81,R_7bnehmL9XdhMYmt,2
45,Female,,Portugal,Portugal/Spain,Molecular ecology / Auxiliary researcher,1,,,54.166666666666664,42.857142857142854,7,2,8,17,20,90,R_8f71QPQtRI4Uvve,2
75,Female,,USA,USA,atmospheric scientist,1,,,20.833333333333332,10.714285714285714,1,0,2,3,30,81,R_6OUskSKYXb1blDf,2
47,Female,,france,france,"modeling, data analysis",1,,,58.333333333333336,35.714285714285715,4,2,4,10,40,61,R_8CCv4UyCWhTY3sp,2
60,Male,,Canada,"Canada, Ecuador, China",research climate change adaptation,1,,,16.666666666666668,17.857142857142858,1,3,3,7,70,53,R_5O7U9s9JFl69IrF,2
77,Female,,Netherlands,Suriname,"Precambrian geology, petrology",2,"As a geologist I see similar global warming has occurred many times in the past by natural processes, I see no difference with the present",,20.833333333333332,10.714285714285714,1,3,4,8,76,18,R_399RLzc9MohEzRH,2
